Wall time,Step,Value
1549622310,1768,0.879852355
1549622328,1777,0.890448749
1549622340,1783,0.882044792
1549622342,1784,0.875090301
1549622354,1790,0.871904552
1549622356,1791,0.876901627
1549622375,1800,0.8810004
1549622389,1807,0.886060596
1549622404,1815,0.863155305
1549622406,1816,0.862777293
1549622412,1819,0.869730294
1549622427,1826,0.888387144
1549622431,1828,0.885687351
1549622438,1832,0.88784945
1549622458,1842,0.901015222
1549622460,1843,0.89372617
1549622466,1846,0.890354455
1549622476,1851,0.888879955
1549622484,1855,0.891575336
1549622510,1868,0.883209527
1549622514,1870,0.877899706
1549622516,1871,0.871359706
1549622527,1877,0.878713191
1549622529,1878,0.876779377
1549622531,1879,0.87191391
1549622535,1881,0.875469029
1549622539,1883,0.867723703
1549622563,1895,0.833020687
1549622581,1904,0.88115871
1549622589,1908,0.886564136
1549622599,1913,0.877517104
1549622601,1914,0.880390406
1549622611,1919,0.885285914
1549622643,1925,0.87988168
1549622645,1926,0.884081006
1549622657,1932,0.896463156
1549622665,1936,0.912108541
1549622669,1938,0.912401617
1549622672,1940,0.905451536
1549622684,1946,0.915686548
1549622690,1949,0.920957386
1549622694,1951,0.910350502
1549622700,1954,0.911926746
1549622706,1957,0.903497756
1549622712,1960,0.910228014
1549622716,1962,0.912284672
1549622730,1969,0.894404352
1549622734,1971,0.891811252
1549622758,1983,0.900948107
1549622760,1984,0.906165779
1549622762,1985,0.906174183
1549622789,1999,0.913536906
1549622804,2003,0.912607491
1549622812,2007,0.899927378
1549622814,2008,0.903684616
1549622820,2011,0.907332957
1549622821,2012,0.911912143
1549622827,2015,0.907393277
1549622831,2017,0.91420728
1549622835,2019,0.921757936
1549622845,2024,0.912655413
1549622851,2027,0.909841418
1549622855,2029,0.912127793
1549622861,2032,0.902581751
1549622867,2035,0.905138314
1549622873,2038,0.898392737
1549622877,2040,0.902385592
1549622883,2043,0.905807853
1549622888,2046,0.905771434
1549622890,2047,0.905819297
1549622920,2062,0.913598895
1549622933,2069,0.916918933
1549622943,2074,0.920229733
1549622945,2075,0.923519254
1549622947,2076,0.92491734
1549622951,2078,0.928558052
1549622953,2079,0.92945224
1549622957,2081,0.857856274
1549622961,2083,0.878926098
1549622967,2086,0.890408993
1549622969,2087,0.893555582
1549622977,2091,0.913369656
1549622987,2096,0.923241794
1549622991,2098,0.912982047
1549623005,2105,0.92358762
1549623009,2107,0.928887188
1549623011,2108,0.929748476
1549623017,2111,0.929458499
1549623041,2113,0.934047759
1549623049,2117,0.938247561
1549623055,2120,0.934638739
1549623059,2122,0.93377614
1549623063,2124,0.934327424
1549623065,2125,0.940894663
1549623085,2135,0.942374647
1549623087,2136,0.948137164
1549623095,2140,0.949263453
1549623101,2143,0.950153708
1549623107,2146,0.952505827
1549623109,2147,0.95100522
1549623111,2148,0.946529686
1549623115,2150,0.940282762
1549623117,2151,0.94312948
1549623121,2153,0.947997391
1549623130,2158,0.933309853
1549623132,2159,0.93529135
1549623146,2166,0.940591455
1549623148,2167,0.932469785
1549623156,2171,0.930993378
1549623160,2173,0.930510879
1549623164,2175,0.920588851
1549623172,2179,0.920871854
1549623193,2189,0.930154204
1549623197,2191,0.922331154
1549623201,2193,0.914744496
1549623202,2194,0.917020023
1549623210,2198,0.914234936
1549623214,2200,0.920374036
1549623216,2201,0.925211608
1549623218,2202,0.92956543
1549623232,2209,0.929391742
1549623240,2213,0.933291078
1549623246,2216,0.941353619
1549623268,2227,0.93663007
1549623275,2231,0.941630781
1549623279,2233,0.951158404
1549623285,2236,0.947613239
1549623289,2238,0.948504269
1549623291,2239,0.948966324
1549623295,2241,0.946787715
1549623297,2242,0.950546443
1549623299,2243,0.953929305
1549623301,2244,0.949161351
1549623305,2246,0.94100821
1549623309,2248,0.935810387
1549623311,2249,0.935979366
1549623319,2253,0.930302322
1549623321,2254,0.929459572
1549623325,2256,0.932705998
1549623331,2259,0.936973929
1549623341,2264,0.941558599
1549623364,2276,0.903725028
1549623372,2280,0.914701223
1549623378,2283,0.923582792
1549623392,2290,0.921744406
1549623398,2293,0.926029801
1549623410,2299,0.931604266
1549623412,2300,0.933756351
1549623416,2302,0.938842654
1549623443,2305,0.934790194
1549623449,2308,0.939602673
1549623451,2309,0.940954924
1549623453,2310,0.945296943
1549623472,2320,0.952376664
1549623474,2321,0.950888991
1549623476,2322,0.952675104
1549623480,2324,0.94854188
1549623490,2329,0.949026525
1549623503,2336,0.948072791
1549623505,2337,0.950140536
1549623507,2338,0.9488765
1549623509,2339,0.947738826
1549623525,2347,0.952845216
1549623543,2356,0.952120602
1549623553,2361,0.942406595
1549623569,2369,0.94842571
1549623571,2370,0.948895633
1549623576,2373,0.951010525
1549623598,2384,0.950599134
1549623604,2387,0.945330501
1549623609,2390,0.947145939
1549623611,2391,0.947743833
1549623613,2392,0.94203192
1549623617,2394,0.945858359
1549623633,2402,0.952396631
1549623637,2404,0.947847545
1549623641,2406,0.95041275
1549623644,2408,0.946709335
1549623664,2418,0.956901968
1549623680,2426,0.953093529
1549623682,2427,0.951534152
1549623692,2432,0.963687539
1549623703,2438,0.969884694
1549623719,2446,0.965512991
1549623731,2452,0.968470335
1549623733,2453,0.962248325
1549623735,2454,0.958211005
1549623737,2455,0.957702398
1549623741,2457,0.955270171
1549623751,2462,0.957627654
1549623787,2481,0.947373629
1549623791,2483,0.946903884
1549623799,2487,0.95163399
1549623801,2488,0.948658109
1549623841,2498,0.957741797
1549623846,2500,0.9596771
1549623857,2503,0.959167123
1549623859,2504,0.960125387
1549623861,2505,0.95942533
1549623880,2515,0.964897454
1549623882,2516,0.965282738
1549623886,2518,0.967347801
1549623888,2519,0.969050527
1549623892,2521,0.945555925
1549623900,2525,0.939221442
1549623904,2527,0.935925603
1549623910,2530,0.945133507
1549623914,2532,0.954151869
1549623918,2534,0.957081735
1549623922,2536,0.958048701
1549623939,2545,0.970206499
1549623947,2549,0.974938393
1549623955,2553,0.973385155
1549623959,2555,0.976879478
1549623965,2558,0.974520147
1549623971,2561,0.9696908
1549623982,2567,0.964533389
1549623984,2568,0.964955032
1549623992,2572,0.969774187
1549623998,2575,0.972324729
1549624004,2578,0.964887261
1549624008,2580,0.960933685
1549624018,2585,0.96818167
1549624026,2589,0.972878695
1549624031,2592,0.969400465
1549624034,2593,0.970897913
1549624036,2594,0.970683098
1549624038,2595,0.9704898
1549624044,2598,0.962299585
1549624051,2602,0.970874131
1549624064,2608,0.966834366
1549624066,2609,0.970150948
1549624071,2612,0.975115061
1549624087,2620,0.963420689
1549624097,2625,0.962174833
1549624103,2628,0.9612692
1549624109,2631,0.959734023
1549624111,2632,0.962198138
1549624115,2634,0.964849293
1549624120,2637,0.964937627
1549624122,2638,0.965318859
1549624126,2640,0.964408278
1549624138,2646,0.965973139
1549624144,2649,0.970960021
1549624150,2652,0.971939266
1549624152,2653,0.971620321
1549624160,2657,0.909806669
1549624172,2663,0.941942275
1549624197,2676,0.962545633
1549624205,2680,0.970052779
1549624209,2682,0.974180222
1549624218,2687,0.96994853
1549624250,2692,0.96789825
1549624258,2696,0.953569293
1549624268,2701,0.94905895
1549624275,2705,0.956068158
1549624283,2709,0.961738765
1549624289,2712,0.968982577
1549624319,2727,0.975359797
1549624338,2737,0.973566592
1549624340,2738,0.974647462
1549624342,2739,0.97562021
1549624348,2742,0.97783649
1549624360,2748,0.968739331
1549624371,2754,0.970547795
1549624373,2755,0.97349304
1549624375,2756,0.974581242
1549624377,2757,0.977123141
1549624379,2758,0.976285815
1549624381,2759,0.975532234
1549624383,2760,0.977979004
1549624399,2768,0.972693384
1549624444,2791,0.970066369
1549624446,2792,0.971497238
1549624448,2793,0.97122252
1549624462,2800,0.973056078
1549624483,2811,0.979621232
1549624487,2813,0.977243185
1549624495,2817,0.979413033
1549624511,2825,0.970472217
1549624513,2826,0.970300019
1549624519,2829,0.961567461
1549624523,2831,0.96293211
1549624525,2832,0.965076387
1549624528,2834,0.967024386
1549624565,2853,0.93061775
1549624575,2858,0.943683326
1549624581,2861,0.954710722
1549624586,2864,0.961187243
1549624604,2873,0.964385986
1549624606,2874,0.966384888
1549624619,2880,0.975492299
1549624642,2882,0.973690391
1549624644,2883,0.971633852
1549624656,2889,0.975401461
1549624662,2892,0.975145757
1549624664,2893,0.977631211
1549624674,2898,0.981685221
1549624678,2900,0.982040048
1549624682,2902,0.979358673
1549624687,2905,0.983546197
1549624689,2906,0.977379084
1549624705,2914,0.971794546
1549624715,2919,0.980799615
1549624719,2921,0.982885182
1549624720,2922,0.981471658
1549624722,2923,0.983324468
1549624730,2927,0.98424983
1549624744,2934,0.984080672
1549624764,2944,0.977944791
1549624779,2952,0.980842829
1549624813,2969,0.979913116
1549624823,2974,0.980688453
1549624827,2976,0.980138898
1549624829,2977,0.982124984
1549624834,2980,0.981328487
1549624854,2990,0.982618451
1549624866,2996,0.96780169
1549624875,3000,0.973671615
1549624890,3005,0.974959493
1549624894,3007,0.975498438
1549624898,3009,0.974216223
1549624902,3011,0.979115129
1549624906,3013,0.983083248
1549624914,3017,0.980729103
1549624916,3018,0.981093705
1549624922,3021,0.980576694
1549624924,3022,0.976269007
1549624925,3023,0.970829606
1549624933,3027,0.963270664
1549624937,3029,0.948217988
1549624943,3032,0.955641568
1549624945,3033,0.952264905
1549624949,3035,0.942272067
1549624959,3040,0.948858202
1549624963,3042,0.906543911
1549624965,3043,0.914327025
1549624967,3044,0.919769347
1549624979,3050,0.947468877
1549624983,3052,0.954324841
1549624989,3055,0.959952772
1549625007,3064,0.976000905
1549625013,3067,0.97870785
1549625017,3069,0.981347144
1549625021,3071,0.980359912
1549625044,3073,0.982685268
1549625049,3075,0.982850075
1549625066,3084,0.979058862
1549625074,3088,0.983447969
1549625078,3090,0.985030353
1549625084,3093,0.981727719
1549625100,3101,0.985479712
1549625108,3105,0.983663857
1549625115,3109,0.984599054
1549625127,3115,0.988118291
1549625141,3122,0.988467574
1549625144,3124,0.987533748
1549625154,3129,0.992638767
1549625168,3136,0.990965068
1549625174,3139,0.987757266
1549625176,3140,0.988981545
1549625185,3145,0.976237297
1549625187,3146,0.977051079
1549625189,3147,0.977783501
1549625193,3149,0.975910902
1549625199,3152,0.975235879
1549625209,3157,0.974717379
1549625215,3160,0.977193952
1549625217,3161,0.977912068
1549625221,3163,0.980546236
1549625232,3169,0.976876974
1549625251,3179,0.982733905
1549625265,3186,0.981130421
1549625271,3189,0.983416021
1549625273,3190,0.983511925
1549625286,3197,0.979597509
1549625288,3198,0.978512764
1549625290,3199,0.980661511
1549625292,3200,0.981032848
1549625302,3205,0.981440723
1549625307,3208,0.980845273
1549625354,3232,0.977849782
1549625360,3235,0.926758766
1549625363,3237,0.934737146
1549625373,3242,0.955247283
1549625379,3245,0.966109633
1549625381,3246,0.969498694
1549625385,3248,0.972168982
1549625387,3249,0.965577066
1549625400,3256,0.973269403
1549625404,3258,0.97553575
1549625408,3260,0.97721523
1549625447,3269,0.982506096
1549625456,3274,0.988644898
1549625458,3275,0.98821789
1549625470,3281,0.986192465
1549625474,3283,0.985690892
1549625478,3285,0.985284626
1549625482,3287,0.985111773
1549625490,3291,0.985967815
1549625495,3294,0.988364279
1549625503,3298,0.986023664
1549625521,3307,0.980318308
1549625523,3308,0.980723977
1549625525,3309,0.981089056
1549625537,3315,0.985856175
1549625552,3323,0.988213003
1549625560,3327,0.988722742
1549625564,3329,0.986646652
1549625566,3330,0.987981975
1549625568,3331,0.987621248
1549625576,3335,0.983692408
1549625586,3340,0.981257737
1549625599,3347,0.982378721
1549625607,3351,0.984360576
1549625615,3355,0.986770272
1549625617,3356,0.986530721
1549625623,3359,0.981274664
1549625631,3363,0.986575305
1549625634,3365,0.987719715
1549625646,3371,0.988057911
1549625652,3374,0.988169253
1549625656,3376,0.987448335
1549625660,3378,0.986708164
1549625664,3380,0.984702408
1549625669,3383,0.979941785
1549625673,3385,0.97781533
1549625679,3388,0.980999231
1549625687,3392,0.985971093
1549625691,3394,0.982699096
1549625703,3400,0.98143816
1549626076,3405,0.981192231
1549626078,3406,0.98151052
1549626086,3410,0.978009701
1549626101,3417,0.984196723
1549626117,3425,0.909897447
1549626123,3428,0.928518355
1549626129,3431,0.938968003
1549626131,3432,0.941946208
1549626137,3435,0.952475667
1549626147,3440,0.960802495
1549626159,3446,0.975045443
1549626161,3447,0.97754091
1549626169,3451,0.983998954
1549626174,3453,0.983914137
1549626207,3459,0.986519158
1549626209,3460,0.98630476
1549626213,3462,0.98890686
1549626221,3466,0.992721796
1549626236,3473,0.987612605
1549626248,3479,0.98990649
1549626255,3482,0.991376221
1549626267,3488,0.985305786
1549626284,3496,0.990607619
1549626290,3499,0.993152976
1549626301,3501,0.991485178
1549626303,3502,0.99233669
1549626313,3507,0.992887199
1549626316,3508,0.993598461
1549626322,3511,0.992364526
1549626326,3513,0.992252767
1549626328,3514,0.993027508
1549626333,3516,0.991383493
1549626343,3521,0.990804195
1549626363,3531,0.989802897
1549626375,3537,0.988581598
1549626379,3539,0.989344835
1549626381,3540,0.988847852
1549626389,3544,0.988842428
1549626391,3545,0.988395691
1549626400,3549,0.984170794
1549626404,3551,0.985772133
1549626416,3557,0.989469945
1549626418,3558,0.990522981
1549626424,3561,0.993091285
1549626432,3565,0.991232812
1549626457,3577,0.977028847
1549626467,3582,0.979937315
1549626469,3583,0.981943607
1549626473,3585,0.983811855
1549626481,3589,0.985694528
1549626491,3594,0.985840142
1549626493,3595,0.98725611
1549626506,3601,0.985340536
1549626508,3602,0.9836815
1549626512,3604,0.974906981
1549626536,3616,0.978985906
1549626545,3620,0.938850164
1549626549,3622,0.944531143
1549626553,3624,0.952101469
1549626559,3627,0.96508193
1549626565,3630,0.974544764
1549626584,3639,0.982697606
1549626597,3645,0.987374961
1549626601,3647,0.988211215
1549626645,3658,0.982948422
1549626647,3659,0.98152858
1549626660,3665,0.981760919
1549626675,3672,0.974867105
1549626724,3696,0.988010705
1549626726,3697,0.989209652
1549626730,3699,0.991259813
1549626737,3702,0.99222219
1549626741,3704,0.992137492
1549626786,3725,0.990758538
1549626792,3728,0.991997361
1549626801,3732,0.992047966
1549626803,3733,0.992843151
1549626805,3734,0.991996348
1549626809,3736,0.993517041
1549626817,3740,0.994607449
1549626823,3743,0.989006281
1549626828,3745,0.983595133
1549626832,3747,0.985305786
1549626846,3754,0.989896357
1549626853,3757,0.985728145
1549626855,3758,0.985592842
1549626861,3761,0.982294083
1549626871,3766,0.986001074
1549626887,3774,0.986477673
1549626896,3778,0.98845613
1549626900,3780,0.989086926
1549626904,3782,0.9897542
1549626906,3783,0.989216268
1549626918,3789,0.98811096
1549626928,3793,0.988655865
1549626933,3795,0.983467519
1549626937,3797,0.983796179
1549626944,3800,0.985515535
1549626963,3809,0.929495573
1549626967,3811,0.942891419
1549626969,3812,0.948602259
1549626977,3816,0.965012372
1549626988,3821,0.976908743
1549626992,3823,0.975202322
1549627013,3833,0.988405645
1549627017,3835,0.989046037
1549627022,3837,0.988158524
1549627069,3850,0.993940711
1549627077,3854,0.996024489
1549627081,3856,0.996779859
1549627102,3866,0.990093529
1549627113,3871,0.988415599
